cust_id,age,gender,education,bal,purchases,oneoff_purchases,installments_purchases,purchases_trans,credit_limit,payments,min_payments,perc_full_payment,perc_entertainment_purchase,perc_apparels_purchase,perc_groceries_purchase,perc_restaurant_purchase,perc_utility_purchase,perc_telecom_purchase,perc_supermkt_purchase,perc_offline_purchase,perc_online_purchase
7588464848,36,Female,Graduate,445805.52,0.00,0.00,0.00,0,750000.00,108875.53,118969.39,0,0.32,0.02,0.12,0.09,0.13,0.06,0.26,0.59,0.41
7363656765,31,Female,Graduate,207006.92,138257.00,107775.00,30482.00,33,240000.00,158008.15,46677.26,0,0.3,0.28,0.17,0.08,0.01,0.04,0.12,0.89,0.11
7876374156,34,Female,Graduate,5222.97,56550.00,0.00,56550.00,14,850000.00,276879.58,19980.37,0.25,0.29,0.08,0.12,0.05,0.21,0.11,0.14,0.48,0.52
7438465343,27,Male,Under-Graduate,642663.97,446286.00,281646.00,164640.00,103,1180000.00,179304.32,310101.70,0,0.35,0.01,0.07,0.04,0.16,0.17,0.2,0.6,0.4
7595416475,44,Male,Graduate,20659.69,172667.00,172667.00,0.00,4,600000.00,480438.33,12883.47,0,0.49,0.12,0.0,0.13,0.08,0.03,0.15,0.08,0.92
7338364846,29,Male,Masters,581074.88,21700.00,21700.00,0.00,2,900000.00,1042837.61,159935.39,0.166667,0.0,0.42,0.19,0.0,0.14,0.07,0.18,0.64,0.36
7534691438,25,Female,Under-Graduate,387260.55,0.00,0.00,0.00,0,400000.00,106740.55,91108.54,0,0.09,0.12,0.02,0.35,0.19,0.0,0.23,0.09,0.91
7966666853,32,Female,Under-Graduate,259740.03,174873.00,51844.00,123029.00,31,650000.00,249748.81,158452.02,0,0.17,0.09,0.1,0.29,0.09,0.06,0.2,0.79,0.21
7659666875,39,Female,Masters,148143.25,0.00,0.00,0.00,0,180000.00,58642.63,49495.46,0,0.1,0.32,0.01,0.05,0.22,0.07,0.23,0.88,0.12
7463718844,29,Male,Graduate,113553.68,5098.00,0.00,5098.00,4,120000.00,32059.29,38534.70,0,0.1,0.31,0.2,0.13,0.02,0.04,0.2,0.26,0.74
7616458748,25,Male,Graduate,343098.15,37804.00,0.00,37804.00,4,1130000.00,431593.65,448350.39,0,0.15,0.02,0.07,0.19,0.13,0.03,0.41,0.79,0.21
7356568557,34,Male,Graduate,410259.90,148312.00,108519.00,39793.00,30,500000.00,135736.11,191969.00,0,0.29,0.0,0.25,0.16,0.1,0.03,0.17,0.98,0.02
7875346157,44,Female,Under-Graduate,15095.25,640767.00,372533.00,268234.00,44,1450000.00,348442.91,10893.70,0.3,0.28,0.2,0.18,0.1,0.01,0.09,0.14,0.03,0.97
7863749455,27,Female,Graduate,317053.77,0.00,0.00,0.00,0,350000.00,54723.92,111125.13,0,0.16,0.39,0.13,0.12,0.07,0.01,0.12,0.2,0.8
7765412366,36,Female,Masters,91128.19,7000.00,7000.00,0.00,1,850000.00,56629.28,21849.76,0,0.1,0.1,0.0,0.26,0.06,0.09,0.39,0.14,0.86
7948595873,32,Female,Under-Graduate,4575.31,44996.00,0.00,44996.00,8,700000.00,102320.92,12778.91,0.6,0.13,0.03,0.08,0.09,0.27,0.17,0.23,0.8,0.2
7444669656,36,Male,Masters,45664.87,335533.00,230533.00,105000.00,27,650000.00,208787.17,20758.41,0.363636,0.35,0.11,0.17,0.12,0.11,0.06,0.08,0.3,0.7
7614355549,31,Female,Masters,19803.55,0.00,0.00,0.00,0,1000000.00,1448146.54,1949.20,0,0.2,0.15,0.02,0.29,0.07,0.05,0.22,0.09,0.91
7673344461,27,Male,Graduate,47384.04,0.00,0.00,0.00,0,300000.00,14228.61,16439.14,0,0.27,0.19,0.23,0.0,0.05,0.01,0.25,0.45,0.55
7164613569,44,Male,Graduate,28581.31,322009.00,294139.00,27870.00,24,1500000.00,82676.46,21207.52,1,0.28,0.07,0.26,0.03,0.11,0.02,0.23,0.49,0.51
7765271346,34,Male,Under-Graduate,20432.94,655855.00,655855.00,0.00,74,700000.00,587270.79,16970.32,0.916667,0.17,0.01,0.1,0.29,0.07,0.09,0.27,0.35,0.65
7758886445,34,Female,Masters,369017.76,0.00,0.00,0.00,0,400000.00,100635.89,181954.27,0,0.35,0.1,0.26,0.06,0.08,0.04,0.11,0.62,0.38
7578359137,33,Female,Graduate,32744.60,430505.00,290571.00,139934.00,38,950000.00,403006.10,19753.44,0.666667,0.06,0.19,0.18,0.19,0.17,0.0,0.21,0.97,0.03
7755566541,39,Male,Graduate,685604.59,26210.00,26210.00,0.00,5,1300000.00,162923.94,199804.40,0,0.19,0.1,0.06,0.28,0.14,0.09,0.14,0.54,0.46
7454618832,38,Male,Under-Graduate,15564.42,162683.00,82885.00,79798.00,17,1300000.00,192410.14,12352.23,0.571429,0.47,0.17,0.11,0.05,0.07,0.02,0.11,0.52,0.48
7344146136,27,Male,Under-Graduate,426300.87,352257.00,148200.00,204057.00,25,600000.00,116562.19,152054.76,0,0.05,0.02,0.37,0.2,0.12,0.03,0.21,0.2,0.8
7916672679,34,Male,Masters,1024971.18,0.00,0.00,0.00,0,1800000.00,266236.54,253919.82,0,0.2,0.3,0.12,0.12,0.07,0.08,0.11,0.44,0.56
7966482785,31,Male,Graduate,81318.53,819405.00,728027.00,91378.00,121,600000.00,706980.40,21627.73,0.583333,0.22,0.04,0.25,0.17,0.1,0.08,0.14,0.1,0.9
7452699322,34,Female,Graduate,91189.40,160480.00,152730.00,7750.00,11,450000.00,19136.60,30781.20,0.083333,0.48,0.25,0.0,0.1,0.03,0.06,0.08,0.69,0.31
7114414636,25,Male,Graduate,356323.69,70990.00,60990.00,10000.00,16,700000.00,82657.61,81739.59,0,0.06,0.19,0.24,0.09,0.12,0.02,0.28,0.5,0.5
7386917356,28,Male,Graduate,1247817.29,17400.00,17400.00,0.00,3,1400000.00,325119.07,387209.95,0,0.16,0.34,0.14,0.17,0.06,0.05,0.08,0.04,0.96
7232456925,31,Male,Graduate,206127.94,0.00,0.00,0.00,0,450000.00,55271.40,58577.64,0,0.25,0.12,0.22,0.16,0.11,0.02,0.12,0.8,0.2
7524214778,39,Male,Graduate,155637.62,0.00,0.00,0.00,0,170000.00,107672.22,120674.16,0,0.47,0.22,0.06,0.06,0.01,0.0,0.18,0.41,0.59
7183718871,43,Male,Under-Graduate,12620.70,91300.00,0.00,91300.00,5,750000.00,171848.79,14018.13,1,0.27,0.2,0.1,0.18,0.11,0.06,0.08,0.28,0.72
7676386849,33,Female,Under-Graduate,251675.34,60662.00,59895.00,767.00,14,275000.00,104361.72,134252.21,0,0.2,0.38,0.01,0.01,0.04,0.12,0.24,0.45,0.55
7855528923,34,Female,Masters,119994.22,144701.00,30631.00,114070.00,19,240000.00,64272.37,45725.53,0,0.04,0.12,0.32,0.05,0.15,0.0,0.32,0.93,0.07
7585739496,33,Male,Under-Graduate,1347928.82,4105040.00,4062406.00,42634.00,157,1700000.00,3606675.07,1591448.46,0.083333,0.49,0.15,0.1,0.04,0.01,0.07,0.14,0.31,0.69
7384175656,43,Male,Graduate,8006.27,72727.00,72727.00,0.00,11,2000000.00,82292.82,20665.64,0.916667,0.32,0.25,0.09,0.02,0.05,0.02,0.25,0.46,0.54
7855253656,29,Male,Masters,83989.79,186988.00,81511.00,105477.00,30,400000.00,99923.54,28039.33,0,0.22,0.29,0.11,0.03,0.02,0.12,0.21,0.54,0.46
7197917846,34,Male,Under-Graduate,12817.52,18294.00,0.00,18294.00,10,500000.00,139164.97,18677.44,0.3,0.35,0.25,0.09,0.0,0.05,0.1,0.16,0.87,0.13
7588754132,25,Male,Graduate,4763.68,37928.00,0.00,37928.00,7,250000.00,64194.36,15664.42,1,0.25,0.03,0.32,0.02,0.14,0.03,0.21,0.92,0.08
7551696778,31,Female,Masters,152920.65,87494.00,0.00,87494.00,18,150000.00,71624.11,150274.41,0,0.34,0.26,0.02,0.12,0.12,0.01,0.13,0.35,0.65
7619682616,31,Male,Graduate,264334.34,2640239.00,2225739.00,414500.00,114,1650000.00,2452927.66,53403.23,1,0.28,0.13,0.26,0.14,0.01,0.06,0.12,0.04,0.96
7945461954,34,Female,Graduate,292475.76,0.00,0.00,0.00,0,300000.00,67764.94,118796.25,0,0.1,0.17,0.07,0.32,0.11,0.08,0.15,0.55,0.45
7194116435,42,Female,Graduate,503687.05,175215.00,156416.00,18799.00,53,1030000.00,148959.76,154964.69,0,0.01,0.36,0.22,0.17,0.05,0.03,0.16,0.33,0.67
7393914497,36,Male,Masters,3204.24,40041.00,0.00,48939.00,11,450000.00,35357.03,13213.18,0.666667,0.17,0.06,0.2,0.27,0.11,0.0,0.19,0.82,0.18
7548584172,32,Female,Under-Graduate,254912.83,1377163.00,450331.00,926832.00,83,1450000.00,1682642.44,45163.61,0.25,0.39,0.1,0.16,0.08,0.05,0.0,0.22,0.56,0.44
7745791667,34,Female,Masters,371860.67,117268.00,117268.00,0.00,7,950000.00,482084.29,76002.80,0,0.27,0.21,0.22,0.08,0.1,0.03,0.09,0.7,0.3
7355866814,36,Male,Masters,491432.57,165360.00,35360.00,130000.00,14,500000.00,341025.34,345170.22,0,0.22,0.14,0.1,0.01,0.16,0.13,0.24,0.0,1.0
7149741681,31,Male,Under-Graduate,119158.42,423879.00,222039.00,201840.00,33,1050000.00,352872.86,28751.53,0.083333,0.38,0.14,0.14,0.04,0.1,0.07,0.13,0.8,0.2
7367682776,33,Male,Under-Graduate,9842.09,90737.00,90737.00,0.00,12,1000000.00,90890.75,18472.35,1,0.19,0.02,0.2,0.22,0.06,0.0,0.31,0.0,1.0
7357765977,31,Male,Masters,153489.16,0.00,0.00,0.00,0,300000.00,30498.48,42759.40,0,0.04,0.23,0.14,0.01,0.02,0.04,0.52,0.16,0.84
7848875492,31,Male,Graduate,67511.71,0.00,0.00,0.00,0,1250000.00,0.00,,0,0.31,0.25,0.2,0.09,0.01,0.02,0.12,0.56,0.44
7353414774,32,Male,Masters,4342.72,56934.00,0.00,56934.00,19,1650000.00,75842.19,16304.44,1,0.15,0.13,0.14,0.21,0.1,0.09,0.18,0.47,0.53
7168988446,28,Female,Graduate,187460.16,30578.00,0.00,30578.00,14,150000.00,51875.75,1997700.57,0,0.21,0.27,0.11,0.07,0.07,0.12,0.15,0.06,0.94
7513186516,31,Male,Graduate,1525822.59,52930.00,52930.00,0.00,10,1900000.00,205114.65,390574.01,0,0.46,0.01,0.03,0.11,0.12,0.09,0.18,0.12,0.88
7681351858,42,Male,Under-Graduate,449721.40,200119.00,21043.00,179076.00,30,450000.00,305876.85,506786.32,0,0.0,0.47,0.13,0.17,0.05,0.08,0.1,0.15,0.85
7927464771,25,Male,Graduate,98614.92,0.00,0.00,0.00,0,300000.00,83289.48,70654.13,0,0.35,0.03,0.3,0.14,0.01,0.04,0.13,0.0,1.0
7765765166,38,Male,Under-Graduate,25799.72,102047.00,18500.00,83547.00,27,650000.00,109915.76,16315.51,0,0.45,0.02,0.2,0.01,0.11,0.08,0.13,0.24,0.76
7735556884,25,Male,Graduate,450773.33,475432.00,363653.00,111779.00,43,950000.00,192473.69,95707.77,0,0.36,0.01,0.01,0.1,0.25,0.12,0.15,0.59,0.41
7367785549,32,Female,Masters,111763.59,0.00,0.00,0.00,0,120000.00,30809.00,36125.04,0,0.01,0.21,0.36,0.02,0.16,0.1,0.14,0.88,0.12
7876513646,44,Male,Under-Graduate,508339.73,33195.00,33195.00,0.00,2,800000.00,445369.15,108896.00,0,0.23,0.24,0.18,0.11,0.04,0.05,0.15,0.18,0.82
7196764363,34,Male,Masters,364955.96,149000.00,149000.00,0.00,1,1250000.00,57330.74,74748.68,0,0.14,0.36,0.15,0.13,0.05,0.04,0.13,0.71,0.29
7144413343,29,Male,Under-Graduate,7745.58,55828.00,27052.00,28776.00,14,800000.00,60174.66,14998.25,0.333333,0.22,0.07,0.05,0.07,0.07,0.12,0.4,0.96,0.04
7535648684,42,Male,Under-Graduate,136241.83,147744.00,90000.00,57744.00,10,150000.00,55909.60,105884.48,0,0.18,0.35,0.03,0.03,0.18,0.07,0.16,0.31,0.69
7412686867,48,Male,Graduate,18912.07,105110.00,0.00,105110.00,13,300000.00,130115.59,16822.72,0.375,0.33,0.11,0.2,0.0,0.0,0.16,0.2,0.33,0.67
7846657654,29,Female,Graduate,237466.36,224226.00,122296.00,101930.00,42,285000.00,207337.45,87442.27,0,0.38,0.15,0.17,0.11,0.03,0.05,0.11,0.76,0.24
7661566926,26,Male,Masters,111207.02,17924.00,5900.00,12024.00,7,400000.00,21754.66,36865.29,0,0.39,0.1,0.22,0.06,0.05,0.08,0.1,0.92,0.08
7267576231,33,Female,Under-Graduate,256937.99,97265.00,16295.00,80970.00,15,550000.00,80704.76,59036.10,0,0.03,0.14,0.13,0.06,0.21,0.16,0.27,0.51,0.49
7596961836,29,Male,Masters,288390.63,462034.00,430042.00,31992.00,21,750000.00,647633.33,109036.86,0.083333,0.47,0.15,0.12,0.07,0.0,0.02,0.17,0.67,0.33
7247614526,27,Female,Graduate,7104.61,102380.00,102380.00,0.00,2,2000000.00,587289.52,11606.30,0,0.48,0.14,0.15,0.0,0.02,0.02,0.19,0.47,0.53
7535878566,31,Male,Graduate,336605.17,634430.00,443880.00,190550.00,54,1200000.00,289090.20,69434.01,0.083333,0.43,0.22,0.1,0.02,0.1,0.04,0.09,0.7,0.3
7754577454,32,Female,Under-Graduate,719004.77,154961.00,154961.00,0.00,19,1750000.00,172742.55,177005.88,0,0.27,0.2,0.19,0.07,0.1,0.02,0.15,0.47,0.53
7794645475,34,Male,Masters,6803.97,73411.00,73411.00,0.00,6,500000.00,153730.75,10255.42,0.5,0.01,0.26,0.04,0.03,0.06,0.07,0.53,0.53,0.47
7616388151,32,Female,Masters,506646.13,227421.00,128285.00,99136.00,60,500000.00,517425.50,617438.73,0,0.02,0.24,0.02,0.35,0.08,0.07,0.22,0.73,0.27
7837924575,32,Male,Graduate,245461.00,163569.00,0.00,163569.00,33,300000.00,144248.84,111309.77,0,0.04,0.32,0.03,0.1,0.06,0.02,0.43,0.71,0.29
7137886414,37,Male,Under-Graduate,6432.99,62703.00,48203.00,14500.00,8,600000.00,151370.42,11287.50,1,0.35,0.09,0.01,0.22,0.02,0.06,0.25,0.44,0.56
7316178416,25,Male,Under-Graduate,128463.31,5550.00,0.00,5550.00,1,300000.00,343275.72,42138.56,0,0.29,0.15,0.01,0.04,0.13,0.09,0.29,0.77,0.23
7195446749,31,Male,Under-Graduate,7693.56,27700.00,27700.00,0.00,2,850000.00,81460.52,10943.31,0.333333,0.19,0.01,0.25,0.19,0.11,0.01,0.24,0.67,0.33
7595134411,33,Male,Graduate,95056.35,747995.00,747995.00,0.00,14,1500000.00,752122.61,31943.75,0.888889,0.06,0.23,0.13,0.07,0.04,0.0,0.47,0.72,0.28
7774546633,25,Male,Graduate,517817.95,393759.00,260642.00,133117.00,54,950000.00,124849.82,114384.94,0,0.18,0.03,0.1,0.3,0.12,0.02,0.25,0.74,0.26
7146666652,26,Male,Under-Graduate,53145.56,630040.00,630040.00,0.00,21,1650000.00,492494.13,18228.88,1,0.27,0.16,0.02,0.09,0.2,0.11,0.15,0.04,0.96
7153164367,32,Female,Under-Graduate,26369.92,185664.00,0.00,185664.00,12,180000.00,159155.95,199157.72,0,0.1,0.44,0.13,0.02,0.05,0.12,0.14,0.65,0.35
7464373664,34,Female,Masters,49207.01,492441.00,492441.00,0.00,48,1050000.00,343059.79,14940.82,1,0.36,0.24,0.16,0.05,0.0,0.03,0.16,0.28,0.72
7368413275,44,Female,Graduate,103466.06,130811.00,130811.00,0.00,8,150000.00,23676.46,20700.77,0,0.42,0.28,0.06,0.03,0.02,0.08,0.11,0.28,0.72
7735145135,28,Male,Under-Graduate,1154752.00,4903957.00,4076125.00,827832.00,101,2250000.00,4693059.82,297406.94,0.25,0.02,0.1,0.35,0.18,0.1,0.03,0.22,0.05,0.95
7394881617,34,Male,Under-Graduate,899748.85,460472.00,402033.00,58439.00,46,900000.00,420188.98,706093.10,0,0.21,0.07,0.2,0.01,0.16,0.1,0.25,0.76,0.24
7691554826,29,Female,Graduate,914940.96,22780.00,22780.00,0.00,4,950000.00,671090.54,651091.57,0,0.38,0.1,0.04,0.14,0.0,0.06,0.28,0.89,0.11
7748438817,36,Male,Masters,129692.21,232749.00,232749.00,0.00,18,600000.00,232241.26,36067.08,0,0.42,0.04,0.18,0.03,0.01,0.06,0.26,0.35,0.65
7368638168,31,Male,Graduate,175897.96,119900.00,119900.00,0.00,1,675000.00,1163438.71,42204.16,0.111111,0.32,0.32,0.11,0.11,0.04,0.02,0.08,0.49,0.51
7241574376,26,Female,Graduate,19449.36,117476.00,0.00,117476.00,41,450000.00,128029.50,20375.54,0,0.36,0.14,0.16,0.14,0.04,0.04,0.12,0.53,0.47
7788453698,36,Male,Graduate,329437.96,0.00,0.00,0.00,0,400000.00,108405.92,122829.16,0,0.18,0.17,0.24,0.07,0.0,0.01,0.33,0.12,0.88
7714712497,31,Male,Graduate,540420.30,46900.00,28600.00,18300.00,4,700000.00,267646.74,146847.52,0,0.42,0.19,0.15,0.02,0.1,0.01,0.11,0.89,0.11
7657626265,28,Male,Graduate,548480.05,0.00,0.00,0.00,0,600000.00,206002.04,130696.00,0,0.49,0.21,0.09,0.04,0.05,0.04,0.08,0.59,0.41
7471242978,28,Male,Masters,18146.31,13339.00,13339.00,0.00,3,250000.00,16842.58,16947.34,0,0.45,0.2,0.1,0.03,0.0,0.05,0.17,0.32,0.68
7436554635,25,Male,Under-Graduate,131173.20,1070063.00,291265.00,778798.00,222,600000.00,985331.38,28001.48,0.818182,0.24,0.16,0.13,0.17,0.01,0.08,0.21,0.21,0.79
7165565559,34,Male,Graduate,54221.81,0.00,0.00,0.00,0,150000.00,132885.51,18952.53,0,0.28,0.15,0.27,0.0,0.05,0.11,0.14,0.64,0.36
7485313144,36,Male,Masters,102910.10,4910.00,0.00,4910.00,3,100000.00,5992.45,826995.58,0,0.46,0.23,0.05,0.02,0.01,0.02,0.21,0.0,1.0
7426396561,36,Male,Graduate,120297.56,1131377.00,1013370.00,118007.00,98,600000.00,1071804.22,28161.16,0.833333,0.38,0.17,0.09,0.17,0.03,0.02,0.14,0.0,1.0
7665548565,34,Female,Graduate,109537.94,0.00,0.00,0.00,0,120000.00,43204.88,25649.44,0,0.0,0.42,0.23,0.02,0.08,0.02,0.23,0.32,0.68
7668831676,34,Male,Graduate,454676.68,352537.00,0.00,352537.00,66,1500000.00,1408396.81,144293.33,0.25,0.4,0.24,0.02,0.0,0.04,0.14,0.16,0.33,0.67
7156896844,31,Male,Graduate,2893.42,25874.00,25874.00,0.00,16,1200000.00,50248.64,10503.44,1,0.43,0.24,0.01,0.13,0.06,0.05,0.08,0.03,0.97
7342369638,27,Female,Graduate,345708.62,244860.00,0.00,244860.00,12,170000.00,22751.45,3851212.48,0,0.06,0.29,0.01,0.25,0.06,0.08,0.25,0.0,1.0
7973933545,29,Male,Masters,2329.06,29399.00,19499.00,9900.00,6,1250000.00,28779.67,9302.76,0.333333,0.4,0.18,0.16,0.03,0.1,0.04,0.09,0.87,0.13
7518317573,49,Male,Graduate,955978.31,70900.00,70900.00,0.00,3,1050000.00,244722.73,204209.45,0,0.24,0.13,0.03,0.24,0.07,0.06,0.23,0.19,0.81
7426817363,32,Male,Graduate,215417.54,162807.00,162807.00,0.00,8,500000.00,65450.57,50765.58,0,0.07,0.09,0.12,0.34,0.09,0.09,0.2,0.11,0.89
7713678267,39,Male,Graduate,262718.48,0.00,0.00,0.00,0,315000.00,39428.58,1063614.84,0,0.41,0.28,0.0,0.0,0.08,0.05,0.18,0.34,0.66
7768646576,26,Male,Masters,268958.63,0.00,0.00,0.00,0,700000.00,80988.06,66336.08,0,0.35,0.0,0.18,0.13,0.0,0.13,0.21,0.83,0.17
7336556686,34,Male,Masters,1189.09,16500.00,16500.00,0.00,1,1500000.00,0.00,,0,0.13,0.3,0.12,0.08,0.03,0.01,0.33,0.97,0.03
7734136716,34,Male,Under-Graduate,345253.87,1168164.00,1168164.00,0.00,141,1050000.00,814571.40,119861.45,0,0.49,0.02,0.17,0.12,0.05,0.04,0.11,0.91,0.09
7467344196,26,Male,Graduate,106803.17,9897.00,0.00,9897.00,5,250000.00,359498.99,44521.56,0,0.36,0.12,0.25,0.02,0.08,0.06,0.11,0.02,0.98
7358543456,43,Male,Under-Graduate,729592.03,0.00,0.00,0.00,0,750000.00,198435.10,308280.11,0,0.08,0.16,0.11,0.14,0.15,0.15,0.21,0.48,0.52
7163619353,32,Male,Masters,797519.14,114215.00,101765.00,12450.00,10,900000.00,207952.12,290218.51,0,0.4,0.27,0.0,0.14,0.04,0.0,0.15,0.93,0.07
7491436543,32,Male,Masters,186660.86,149450.00,149450.00,0.00,8,850000.00,203158.93,46241.51,0,0.11,0.29,0.28,0.01,0.06,0.01,0.24,0.01,0.99
7766651868,34,Male,Masters,25946.73,64624.00,64624.00,0.00,1,1000000.00,54002.16,18308.65,0,0.19,0.26,0.02,0.09,0.2,0.03,0.21,0.79,0.21
7886665342,34,Female,Under-Graduate,129819.16,0.00,0.00,0.00,0,350000.00,300992.68,50596.59,0.083333,0.25,0.27,0.07,0.18,0.07,0.03,0.13,0.9,0.1
7336185615,31,Male,Graduate,31338.78,360888.00,212475.00,148413.00,37,1500000.00,241965.19,18252.77,1,0.39,0.28,0.09,0.04,0.04,0.0,0.16,0.37,0.63
7785763246,25,Male,Masters,708835.88,0.00,0.00,0.00,0,750000.00,453952.61,218331.95,0,0.43,0.1,0.16,0.1,0.0,0.05,0.16,0.33,0.67
7483161143,33,Male,Graduate,445804.56,0.00,0.00,0.00,0,500000.00,98551.69,170813.64,0,0.15,0.34,0.13,0.1,0.13,0.0,0.15,0.04,0.96
7428666545,31,Male,Graduate,269077.19,1246521.00,980573.00,265948.00,79,1300000.00,929070.22,65319.44,0,0.12,0.1,0.19,0.25,0.04,0.13,0.17,0.64,0.36
7351693698,31,Male,Graduate,1524474.86,782374.00,756481.00,25893.00,62,1900000.00,1112340.92,446752.02,0,0.06,0.23,0.22,0.14,0.16,0.04,0.15,0.63,0.37
7574773364,26,Male,Graduate,32.72,2464.00,2464.00,0.00,1,180000.00,4564.01,2684.95,0,0.38,0.25,0.08,0.04,0.03,0.0,0.22,0.9,0.1
7636553631,29,Male,Graduate,249272.63,2795768.00,2303297.00,492471.00,70,900000.00,2725500.75,53737.27,1,0.05,0.36,0.05,0.09,0.08,0.11,0.26,0.18,0.82
7346776726,26,Male,Graduate,4742.46,37200.00,27360.00,9840.00,7,400000.00,66240.12,14947.26,0.2,0.24,0.26,0.23,0.12,0.05,0.0,0.1,0.8,0.2
7641688551,28,Male,Graduate,411472.31,184162.00,145694.00,38468.00,21,750000.00,778032.29,95049.64,0,0.12,0.07,0.29,0.14,0.15,0.0,0.23,0.11,0.89
7487756535,31,Male,Graduate,245003.13,167807.00,82421.00,85386.00,33,650000.00,68293.01,51207.34,0,0.35,0.28,0.17,0.07,0.04,0.01,0.08,0.69,0.31
7433254363,39,Male,Masters,878183.17,1167464.00,940096.00,227368.00,93,1600000.00,1037736.12,237297.28,0,0.08,0.41,0.19,0.09,0.0,0.03,0.2,0.47,0.53
7664155886,25,Male,Graduate,164202.49,209438.00,209438.00,0.00,17,450000.00,57670.00,55637.90,0,0.47,0.03,0.22,0.0,0.09,0.07,0.12,0.88,0.12
7731456773,44,Male,Masters,273983.67,0.00,0.00,0.00,0,300000.00,341806.81,138488.29,0,0.38,0.21,0.08,0.08,0.05,0.07,0.13,0.06,0.94
7866986456,39,Male,Graduate,194644.70,41138.00,41138.00,0.00,5,250000.00,140326.66,51354.80,0,0.28,0.0,0.02,0.33,0.14,0.09,0.14,0.68,0.32
7639581634,29,Male,Masters,996.27,9919.00,0.00,9919.00,7,400000.00,20901.46,14733.75,0.166667,0.35,0.16,0.16,0.08,0.03,0.04,0.18,0.7,0.3
7934239333,25,Male,Under-Graduate,39426.91,52500.00,52500.00,0.00,1,250000.00,374736.75,8263.16,0,0.45,0.07,0.23,0.04,0.02,0.04,0.15,0.4,0.6
7564766666,38,Female,Graduate,593591.78,195606.00,177714.00,17892.00,48,1150000.00,155314.74,133808.23,0,0.35,0.18,0.19,0.08,0.06,0.04,0.1,0.89,0.11
7567468413,32,Male,Graduate,26658.88,175051.00,151546.00,23505.00,31,350000.00,210325.33,19389.88,0.25,0.24,0.37,0.15,0.08,0.04,0.03,0.09,0.83,0.17
7285155756,32,Male,Masters,91773.28,1841.00,0.00,1841.00,1,100000.00,140729.16,42462.36,0,0.17,0.12,0.13,0.1,0.05,0.17,0.26,0.35,0.65
7484427647,25,Male,Graduate,318352.95,38612.00,38612.00,0.00,9,400000.00,444118.59,75230.93,0,0.42,0.08,0.21,0.06,0.06,0.03,0.14,0.22,0.78
7364611553,48,Male,Graduate,207173.68,0.00,0.00,0.00,0,210000.00,55300.44,57022.92,0,0.3,0.01,0.26,0.09,0.03,0.0,0.31,0.47,0.53
