Customer Id,Age,Gender,Occupation,Marital Status
1005420182,25,Male,Employed,Married
1005420183,33,Female,Self-Employed,Married
1005420190,32,Male,Employed,Married
1005420191,32,Male,Employed,Married
1005420192,34,Female,Employed,Single
1005420193,48,Male,Employed,Single
1005420194,30,Female,Employed,Married
1005420200,31,Female,Employed,Married
1005420201,46,Male,Employed,Married
1005420202,50,Male,Employed,Single
1005420203,54,Female,Employed,Married
1005420204,36,Male,Employed,Married
1005520180,43,Male,Employed,Single
1005520181,25,Male,Employed,Single
1005520182,38,Male,Employed,Single
1005520190,28,Male,Employed,Single
1005520191,29,Male,Employed,Single
1005520192,35,Male,Employed,Single
1005520200,31,Male,Employed,Single
1005520201,42,Male,Employed,Single
1005620200,27,Male,Employed,Single
1005720200,34,Female,Employed,Single
1005720201,29,Female,Employed,Single
1005720202,32,Male,Employed,Single
1005820180,53,Male,Employed,Married
1005820190,42,Male,Self-Employed,Married
1005820200,46,Male,Employed,Married
1005920180,46,Male,Self-Employed,Single
1005920181,31,Male,Self-Employed,Single
1005920190,33,Male,Self-Employed,Single
1005920191,26,Male,Self-Employed,Single
1005920200,36,Male,Self-Employed,Single
1005920201,48,Male,Self-Employed,Single
1006020191,30,Female,Self-Employed,Married
1006020200,33,Female,Employed,Married
1006020201,25,Female,Self-Employed,Married
1006120180,48,Female,Employed,Single
1006120181,41,Female,Employed,Single
1006120182,29,Female,Employed,Single
1006120184,52,Female,Employed,Single
1006120185,38,Female,Employed,Single
1006120186,33,Female,Employed,Married
1006120187,44,Male,Self-Employed,Married
1006120190,37,Female,Employed,Single
1006120191,31,Female,Employed,Single
1006120192,26,Male,Self-Employed,Single
1006120194,39,Female,Employed,Single
1006120195,34,Female,Employed,Single
1006120196,26,Female,Self-Employed,Married
1006120197,46,Male,Self-Employed,Married
1006120200,36,Male,Employed,Married
1006120201,47,Male,Employed,Married
1006120202,32,Male,Employed,Single
1006120204,39,Female,Employed,Single
1006120205,40,Male,Self-Employed,Single
1006120206,49,Male,Self-Employed,Married
1006120207,41,Male,Self-Employed,Married
1006220180,50,Male,Self-Employed,Single
1006220181,30,Female,Employed,Married
1006220182,29,Male,Self-Employed,Single
1006220183,29,Male,Self-Employed,Single
1006220190,37,Male,Self-Employed,Married
1006220191,28,Male,Self-Employed,Married
1006220192,28,Male,Self-Employed,Single
1006220200,40,Female,Self-Employed,Married
1006220201,32,Male,Self-Employed,Single
1006220202,29,Female,Self-Employed,Married
1006320200,27,Male,Self-Employed,Single
1006320201,45,Female,Employed,Single
1006320202,46,Female,Employed,Single
1006420181,35,Female,Employed,Single
1006420191,41,Female,Employed,Single
1006420200,33,Female,Employed,Married
1006420201,48,Female,Employed,Married
1006520181,43,Male,Self-Employed,Married
1006520182,44,Female,Self-Employed,Married
1006520191,40,Female,Self-Employed,Married
1006520192,44,Male,Self-Employed,Married
1006520200,38,Male,Self-Employed,Married
1006520201,44,Male,Self-Employed,Married
1006520202,41,Male,Self-Employed,Married
1006620180,43,Male,Employed,Single
1006620190,43,Male,Employed,Single
1006620191,34,Male,Employed,Single
1006620200,34,Male,Employed,Single
1006620201,28,Male,Employed,Single
1006720180,51,Male,Self-Employed,Married
1006720181,47,Male,Employed,Married
1006720182,47,Female,Employed,Married
1006720190,52,Male,Employed,Married
1006720191,48,Female,Employed,Single
1006720192,53,Female,Employed,Single
1006720200,50,Female,Employed,Married
1006720201,49,Female,Employed,Married
1006720202,46,Female,Employed,Married
1006820180,32,Male,Employed,Single
1006820181,32,Male,Employed,Married
1006820190,42,Male,Employed,Married
1006820191,32,Female,Employed,Married
1006820200,37,Female,Employed,Single
1006820201,40,Male,Employed,Single
1006920181,46,Female,Employed,Single
1006920191,51,Male,Employed,Married
1006920201,41,Female,Employed,Married
1007020180,29,Female,Self-Employed,Married
1007020190,29,Female,Employed,Single
1007020200,33,Female,Employed,Married
1007120180,45,Female,Employed,Married
1007120181,47,Female,Employed,Married
1007120191,50,Female,Employed,Married
1007120201,50,Female,Employed,Single
1007120202,53,Female,Employed,Married
1007120203,53,Female,Employed,Married
1007220200,38,Female,Self-Employed,Married
1007220201,39,Female,Employed,Single
1007320180,37,Male,Employed,Married
1007320181,37,Male,Self-Employed,Married
1007320183,32,Female,Employed,Married
1007320184,46,Male,Employed,Married
1007320186,29,Female,Employed,Single
1007320190,43,Male,Employed,Single
1007320191,37,Male,Self-Employed,Married
1007320193,34,Male,Employed,Single
1007320194,48,Male,Employed,Married
1007320196,29,Female,Employed,Married
1007320200,44,Male,Employed,Married
1007320201,54,Male,Employed,Single
1007320204,44,Male,Self-Employed,Married
1007320206,30,Female,Employed,Single
1007420180,53,Male,Self-Employed,Married
1007420181,43,Male,Employed,Married
1007420182,48,Male,Self-Employed,Married
1007420183,40,Female,Employed,Married
1007420190,36,Male,Employed,Single
1007420191,36,Male,Employed,Married
1007420192,47,Male,Employed,Married
1007420193,38,Male,Self-Employed,Married
1007420200,47,Male,Employed,Married
1007420201,27,Female,Employed,Married
1007420202,43,Male,Self-Employed,Married
1007420203,30,Female,Employed,Single
1007520180,47,Female,Employed,Married
1007520181,39,Male,Self-Employed,Married
1007520182,31,Male,Employed,Married
1007520183,28,Female,Employed,Married
1007520184,50,Female,Employed,Married
1007520190,54,Male,Employed,Married
1007520191,45,Male,Self-Employed,Married
1007520192,43,Male,Employed,Married
1007520193,26,Female,Employed,Married
1007520194,39,Male,Self-Employed,Married
1007520200,45,Male,Self-Employed,Married
1007520201,38,Male,Self-Employed,Married
1007520202,40,Male,Employed,Married
1007520203,43,Female,Employed,Married
1007520204,39,Male,Self-Employed,Married
1007620200,26,Female,Employed,Single
1007720180,36,Male,Employed,Married
1007720181,29,Female,Employed,Single
1007720182,27,Female,Employed,Married
1007720190,37,Male,Employed,Married
1007720191,30,Female,Employed,Married
1007720192,30,Female,Self-Employed,Married
1007720200,51,Female,Employed,Married
1007720201,36,Male,Employed,Married
1007720202,29,Male,Self-Employed,Single
1007820180,25,Female,Employed,Married
1007820183,32,Female,Employed,Married
1007820190,50,Male,Employed,Married
1007820193,54,Female,Employed,Married
1007820200,40,Female,Employed,Single
1007820201,48,Male,Self-Employed,Single
1007820202,37,Male,Self-Employed,Married
1007820203,36,Male,Employed,Married
1007920180,38,Female,Employed,Single
1007920190,38,Male,Employed,Married
1007920200,49,Male,Employed,Married
1007920201,49,Male,Employed,Married
1007920202,29,Female,Employed,Married
1007920203,49,Male,Self-Employed,Married
1008020200,46,Male,Self-Employed,Married
1008020201,34,Female,Employed,Married
1008020202,44,Female,Employed,Married
1008120180,45,Female,Employed,Married
1008120181,36,Female,Employed,Single
1008120182,29,Female,Self-Employed,Married
1008120190,46,Male,Employed,Married
1008120191,49,Male,Employed,Married
1008120192,33,Female,Self-Employed,Married
1008120200,39,Male,Employed,Married
1008120201,46,Male,Employed,Married
1008120202,53,Male,Employed,Single
1008220200,30,Female,Employed,Single
1008320180,33,Male,Self-Employed,Single
1008320182,25,Female,Employed,Married
1008320183,28,Male,Employed,Single
1008320190,25,Female,Employed,Married
1008320192,27,Female,Employed,Married
1008320193,33,Male,Employed,Single
1008320200,43,Male,Self-Employed,Married
1008320202,41,Male,Employed,Married
1008320203,27,Male,Self-Employed,Single
1008420182,45,Male,Employed,Married
1008420192,40,Male,Self-Employed,Married
1008420202,45,Male,Self-Employed,Married
1008520200,51,Female,Employed,Married
1008520201,31,Female,Self-Employed,Married
1008620180,52,Female,Employed,Single
1008620181,48,Female,Employed,Married
1008620183,52,Female,Employed,Single
1008620190,45,Female,Employed,Married
1008620191,46,Female,Employed,Married
1008620193,47,Female,Employed,Married
1008620200,45,Female,Employed,Single
1008620201,46,Female,Employed,Married
1008620202,50,Female,Employed,Single
1008720180,34,Male,Employed,Single
1008720181,30,Male,Employed,Single
1008720190,42,Male,Employed,Single
1008720191,44,Male,Employed,Single
1008720200,27,Male,Employed,Single
1008820200,28,Female,Self-Employed,Married
1008820201,43,Female,Employed,Single
1008920180,30,Female,Employed,Single
1008920182,45,Female,Employed,Single
1008920183,49,Male,Employed,Married
1008920184,50,Male,Employed,Single
1008920190,27,Male,Self-Employed,Single
1008920192,48,Male,Self-Employed,Married
1008920193,52,Female,Employed,Single
1008920194,54,Female,Employed,Single
1008920200,41,Male,Employed,Married
1008920203,47,Male,Employed,Married
1008920204,47,Female,Employed,Married
1009120180,52,Male,Employed,Married
1009120181,37,Male,Employed,Single
1009120190,44,Female,Employed,Married
1009120191,47,Female,Employed,Married
1009120200,46,Male,Employed,Married
1009120201,39,Female,Employed,Single
1009220180,54,Male,Self-Employed,Married
1009220181,33,Female,Employed,Married
1009220190,42,Male,Employed,Married
1009220191,28,Female,Employed,Married
1009220200,43,Male,Employed,Married
1009220201,47,Female,Employed,Married
1009320200,50,Male,Self-Employed,Married
1009320201,37,Male,Self-Employed,Single
1009420180,38,Male,Employed,Single
1009420190,36,Male,Employed,Single
1009420200,43,Male,Employed,Single
1009520180,41,Female,Employed,Single
1009520190,25,Female,Employed,Single
1009520200,31,Female,Employed,Single
1009620180,44,Female,Employed,Single
1009620181,31,Female,Employed,Single
1009620190,31,Female,Employed,Single
1009620191,27,Female,Employed,Single
1009620200,38,Female,Employed,Single
1009620201,31,Female,Employed,Single
1009720180,33,Female,Employed,Married
1009720181,39,Female,Self-Employed,Married
1009720190,39,Female,Self-Employed,Married
1009720191,40,Female,Self-Employed,Married
1009720200,31,Female,Self-Employed,Married
1009720201,40,Male,Self-Employed,Married
1009820180,44,Male,Employed,Single
1009820181,37,Male,Employed,Single
1009820183,36,Male,Employed,Single
1009820184,38,Male,Employed,Single
1009820185,42,Male,Employed,Single
1009820190,26,Male,Employed,Single
1009820191,26,Male,Employed,Single
1009820193,31,Male,Employed,Single
1009820194,30,Male,Employed,Single
1009820195,40,Female,Employed,Single
1009820200,32,Male,Employed,Single
1009820201,38,Male,Employed,Single
1009820203,31,Male,Employed,Single
1009820204,25,Male,Employed,Single
1009820205,26,Male,Employed,Single
1009920191,27,Female,Employed,Married
1009920200,26,Female,Employed,Married
1009920201,43,Female,Employed,Single
1010020180,43,Male,Self-Employed,Married
1010020182,30,Female,Employed,Single
1010020183,36,Male,Self-Employed,Married
1010020184,47,Male,Self-Employed,Married
1010020185,41,Male,Self-Employed,Married
1010020186,40,Female,Employed,Single
1010020190,37,Female,Employed,Married
1010020192,36,Female,Employed,Single
1010020193,27,Female,Employed,Married
1010020194,27,Male,Employed,Married
1010020195,50,Male,Employed,Single
1010020196,37,Male,Employed,Married
1010020200,50,Male,Self-Employed,Married
1010020203,41,Male,Employed,Single
1010020204,47,Male,Employed,Married
1010020205,40,Male,Employed,Married
1010020206,37,Male,Employed,Married
1010120180,31,Male,Employed,Single
1010120181,34,Female,Employed,Single
1010120190,35,Female,Self-Employed,Married
1010120191,29,Female,Self-Employed,Married
1010120200,43,Female,Self-Employed,Married
1010120201,34,Female,Employed,Single
1010220180,25,Female,Employed,Married
1010220182,35,Female,Self-Employed,Married
1010220183,27,Female,Employed,Married
1010220190,38,Female,Employed,Single
1010220192,32,Female,Employed,Married
1010220193,44,Male,Self-Employed,Married
1010220200,37,Male,Employed,Single
1010220202,43,Male,Self-Employed,Married
1010220203,43,Female,Self-Employed,Married
1010320180,27,Female,Employed,Married
1010320181,48,Male,Employed,Married
1010320182,30,Male,Employed,Married
1010320183,46,Male,Self-Employed,Married
1010320190,25,Female,Employed,Married
1010320191,54,Male,Employed,Married
1010320192,25,Female,Employed,Single
1010320200,27,Female,Employed,Single
1010320201,40,Male,Employed,Married
1010320202,33,Female,Employed,Married
1010420200,25,Female,Employed,Married
1010420202,50,Male,Self-Employed,Married
1010420203,31,Female,Self-Employed,Married
1010520200,41,Male,Employed,Married
1010620180,34,Female,Self-Employed,Married
1010620182,27,Male,Self-Employed,Single
1010620190,25,Male,Self-Employed,Single
1010620191,46,Female,Employed,Married
1010620200,26,Female,Employed,Single
1010720181,28,Female,Employed,Single
1010720191,28,Female,Employed,Single
1010720201,38,Female,Employed,Single
1010820181,53,Female,Employed,Married
1010820191,34,Female,Employed,Married
1010820201,54,Female,Employed,Married
1010920181,46,Male,Employed,Single
1010920182,47,Male,Employed,Married
1010920191,36,Male,Employed,Married
1010920192,34,Female,Self-Employed,Married
1010920201,49,Male,Self-Employed,Married
1010920202,25,Female,Employed,Married
1011020201,52,Female,Self-Employed,Married
1011120181,34,Female,Employed,Married
1011120182,52,Female,Employed,Single
1011120183,31,Female,Employed,Single
1011120184,27,Female,Employed,Single
1011120191,36,Male,Employed,Single
1011120192,32,Male,Employed,Married
1011120193,33,Female,Employed,Single
1011120194,25,Female,Self-Employed,Married
1011120201,30,Female,Self-Employed,Married
1011120202,31,Female,Employed,Married
1011120203,28,Male,Self-Employed,Single
1011120204,51,Male,Self-Employed,Married
1011220180,36,Male,Employed,Married
1011220181,47,Male,Self-Employed,Married
1011220182,45,Male,Employed,Married
1011220190,40,Male,Self-Employed,Married
1011220191,40,Male,Employed,Single
1011220192,49,Male,Self-Employed,Married
1011220200,28,Female,Self-Employed,Married
1011220201,41,Male,Self-Employed,Married
1011220202,52,Male,Self-Employed,Married
1011420180,25,Female,Self-Employed,Married
1011420181,26,Female,Employed,Single
1011420182,28,Female,Self-Employed,Married
1011420190,29,Female,Employed,Married
1011420191,30,Female,Self-Employed,Married
1011420192,39,Female,Employed,Single
1011420200,50,Male,Employed,Married
1011420201,48,Female,Employed,Married
1011420202,48,Female,Employed,Married
1011520200,25,Female,Self-Employed,Married
1011620180,31,Female,Employed,Married
1011620182,26,Female,Self-Employed,Married
1011620183,29,Female,Self-Employed,Married
1011620185,32,Female,Employed,Single
1011620186,30,Female,Self-Employed,Married
1011620190,25,Female,Self-Employed,Married
1011620192,32,Female,Employed,Married
1011620193,32,Female,Employed,Married
1011620194,31,Female,Employed,Married
1011620195,28,Female,Self-Employed,Married
1011620196,43,Female,Self-Employed,Married
1011620200,42,Male,Self-Employed,Married
1011620201,46,Female,Employed,Single
1011620202,52,Female,Employed,Single
1011620204,46,Female,Employed,Single
1011620205,41,Female,Self-Employed,Married
1011620206,53,Male,Employed,Married
1011620207,40,Male,Self-Employed,Married
1011620208,43,Female,Self-Employed,Married
1011720180,34,Male,Employed,Married
1011720190,26,Female,Employed,Married
1011720200,33,Female,Employed,Married
1011720201,39,Female,Self-Employed,Married
1011720202,50,Male,Employed,Married
1011720203,38,Female,Self-Employed,Married
1011820181,42,Female,Employed,Single
1011820190,43,Female,Employed,Single
1011820191,43,Female,Employed,Single
1011820200,33,Female,Employed,Single
1011820201,41,Female,Employed,Single
1011820202,39,Female,Employed,Single
1011920180,29,Female,Employed,Single
1011920181,26,Female,Self-Employed,Married
1011920182,27,Female,Employed,Married
1011920190,34,Female,Employed,Married
1011920191,31,Male,Employed,Single
1011920192,31,Female,Self-Employed,Married
1011920200,28,Female,Employed,Married
1011920201,26,Male,Self-Employed,Single
1012120200,28,Female,Self-Employed,Married
1012120201,45,Female,Employed,Single
1012220180,30,Female,Self-Employed,Married
1012220181,31,Male,Employed,Married
1012220183,30,Female,Employed,Married
1012220190,34,Female,Employed,Single
1012220191,49,Male,Employed,Married
1012220193,28,Female,Employed,Married
1012220200,33,Female,Self-Employed,Married
1012220201,37,Female,Employed,Single
1012220203,52,Male,Self-Employed,Married
1012320180,37,Male,Employed,Married
1012320182,26,Female,Employed,Single
1012320190,51,Female,Employed,Married
1012320192,32,Female,Self-Employed,Married
